OTUID,Domain,Phylum,Class,Order,Family,Genus
OTU4387,Bacteria,Myxococcota,Myxococcia,Myxococcales,27F-1492R,27F-1492R_ge
OTU4388,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmataceae_unclassified
OTU4389,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
OTU4390,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,11-24_fa,11-24_ge
OTU4391,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge
OTU4392,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobiaceae_unclassified
OTU4393,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU4394,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified
OTU4395,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
OTU4396,Bacteria,Myxococcota,Polyangia,Polyangia_unclassified,Polyangia_unclassified,Polyangia_unclassified
OTU4397,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU4398,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU4399,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
OTU4400,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45_ge
OTU4401,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14
OTU4402,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge
OTU4403,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
OTU4404,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacteraceae_unclassified
OTU4405,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured
OTU4406,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_ge
OTU4407,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales_unclassified,Babeliales_unclassified
OTU4408,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
OTU4409,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU4410,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured_ge
OTU4411,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU4412,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmataceae_unclassified
OTU4413,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae_unclassified,Acidobacteriae_unclassified,Acidobacteriae_unclassified
OTU4414,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
OTU4415,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified
OTU4416,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
OTU4417,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified
OTU4418,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillaceae_unclassified
OTU1194,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
OTU1195,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU1196,Bacteria,Actinobacteriota,Actinobacteriota_unclassified,Actinobacteriota_unclassified,Actinobacteriota_unclassified,Actinobacteriota_unclassified
OTU1197,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified
OTU1198,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14_ge
OTU1199,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured_ge
OTU1200,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacteraceae_unclassified
OTU1201,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
OTU1202,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis
OTU1203,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
OTU1205,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
OTU1206,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU1207,Bacteria,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified
OTU1208,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
OTU1209,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU1210,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured
OTU1211,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cognatishimia
OTU1212,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc_PCC-73102
OTU1213,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
OTU1214,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Polyangium
OTU1215,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured_ge
OTU1216,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU1217,Bacteria,Planctomycetota,BD7-11,BD7-11_or,BD7-11_fa,BD7-11_ge
OTU1218,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
OTU1219,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus
OTU1220,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
OTU1221,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
OTU1222,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU1223,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia
OTU1224,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
OTU1225,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU1226,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,uncultured
OTU1227,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU1228,Bacteria,Chloroflexi,TK10,TK10_or,TK10_fa,TK10_ge
OTU1229,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
OTU1230,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17_fa,Subgroup_17_ge
OTU1231,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA286-E23,SCGC_AAA286-E23_ge
OTU1232,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera
OTU1233,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified
OTU1234,Bacteria,Planctomycetota,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified
OTU1235,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystaceae_ge
OTU1236,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
OTU1237,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
OTU1238,Bacteria,Planctomycetota,vadinHA49,vadinHA49_or,vadinHA49_fa,vadinHA49_ge
OTU1239,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillaceae_unclassified
OTU1240,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
OTU1241,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
OTU1242,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
OTU1243,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
OTU1244,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillaceae_unclassified
OTU1245,Bacteria,Actinobacteriota,Actinobacteriota_unclassified,Actinobacteriota_unclassified,Actinobacteriota_unclassified,Actinobacteriota_unclassified
OTU1246,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge
OTU1247,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
OTU1248,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured
OTU1249,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
OTU1250,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillaceae_unclassified
OTU1251,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured_ge
OTU1252,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
OTU1253,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillaceae_unclassified
OTU1254,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
OTU1255,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group_ge
OTU1256,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU1257,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085_fa,S085_ge
OTU1258,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified
OTU1259,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
OTU1260,Bacteria,Planctomycetota,OM190,OM190_or,OM190_fa,OM190_ge
OTU1261,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified
OTU1262,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge
OTU1263,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU1264,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmataceae_unclassified
OTU1265,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus_Koribacter
OTU1266,Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,uncultured_fa,uncultured_ge
OTU1267,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_15,Subgroup_15_fa,Subgroup_15_ge
OTU1268,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria_or,Gracilibacteria_fa,Gracilibacteria_ge
OTU1269,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified
OTU1270,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU1271,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45_ge
OTU1272,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured
OTU1273,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
OTU1274,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
OTU1275,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Nordella
OTU1276,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,AB1_ge
OTU1277,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
OTU1278,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia
OTU1279,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU1280,Bacteria,Desulfobacterota,uncultured,uncultured_or,uncultured_fa,uncultured_ge
OTU1281,Bacteria,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified
OTU1282,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU1283,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
OTU1284,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU1285,Bacteria,Planctomycetota,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified
OTU1286,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified
OTU1287,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,PS1_clade_ge
OTU1288,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured
OTU1289,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured_ge
OTU1290,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified
OTU1291,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae_unclassified
OTU1292,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified
OTU1293,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillaceae_unclassified
OTU5658,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
OTU5659,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,Vampirovibrionaceae_unclassified
OTU5660,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium
OTU5661,Bacteria,Planctomycetota,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified
OTU5662,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas
OTU5663,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU5664,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU5665,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
OTU5666,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified
OTU5667,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Acidobacteriaceae_(Subgroup_1)_unclassified
OTU5668,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified
OTU5669,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured_ge
OTU5670,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU5671,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerimonospora
OTU5672,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardiaceae_unclassified
OTU5673,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured
OTU5674,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5675,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured
OTU5676,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea
OTU5677,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5678,Bacteria,Acidobacteriota,Subgroup_19,Subgroup_19_or,Subgroup_19_fa,Subgroup_19_ge
OTU5679,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae_ge
OTU5680,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured_ge
OTU5681,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU5682,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU5683,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Minicystis
OTU5684,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5685,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5686,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge
OTU5687,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
OTU5688,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonadaceae_unclassified
OTU5689,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
OTU5690,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Zambryskibacteria,Candidatus_Zambryskibacteria_fa,Candidatus_Zambryskibacteria_ge
OTU5691,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible_genus_04
OTU5692,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
OTU5693,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonosporaceae_unclassified
OTU5695,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
OTU5696,Bacteria,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified
OTU5697,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group_ge
OTU5698,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured
OTU5699,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5700,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella
OTU5701,Bacteria,Actinobacteriota,Actinobacteriota_unclassified,Actinobacteriota_unclassified,Actinobacteriota_unclassified,Actinobacteriota_unclassified
OTU5702,Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage_or,Pla4_lineage_fa,Pla4_lineage_ge
OTU5703,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured_ge
OTU5704,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
OTU5705,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5706,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5707,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031_fa,SBR1031_ge
OTU5708,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmatales_fa,Izemoplasmatales_ge
OTU5709,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
OTU5711,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
OTU5712,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5713,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
OTU5714,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonosporaceae_unclassified
OTU5715,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
OTU5716,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1
OTU5717,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,uncultured
OTU5718,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
OTU5719,Bacteria,Planctomycetota,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified
OTU5720,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Candidatus_Nostocoida
OTU5721,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
OTU5722,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge
OTU5724,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
OTU5725,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
OTU5726,Bacteria,Patescibacteria,ABY1,Candidatus_Uhrbacteria,Candidatus_Uhrbacteria_fa,Candidatus_Uhrbacteria_ge
OTU5727,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU5728,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
OTU5729,Bacteria,Planctomycetota,OM190,OM190_or,OM190_fa,OM190_ge
OTU5730,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
OTU5731,Bacteria,Planctomycetota,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified,Planctomycetota_unclassified
OTU5732,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured_ge
OTU5733,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Isosphaeraceae_unclassified
OTU5734,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_unclassified,Oscillospirales_unclassified
OTU5735,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
OTU5736,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,uncultured
OTU5737,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured
OTU5738,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256_fa,IMCC26256_ge
OTU5739,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
